search_id,nbs_id,suitability_family_id,table,category,search_terms,screening_steps,inclusion_criteria,limits,n_retrieved,n_screened,n_included,search_date,run_id,searched_by,ruleset_version,discovery_log_ref,note
riparian_buffer__T3__stock__riparian_buffer__planted__2026-08-06,riparian_buffer,riparian_buffer__planted,T3,stock,"OpenAlex title.search: ""riparian buffer OR buffer strip OR filter strip OR vegetated buffer""; sort=cited_by_count:desc; per_page=15",frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T3 = flood attenuation, bank erosion/sediment control, stream thermal/drought buffering",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,1379,15,4,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_planted_T3_2026-08.md,"High-cite foundational corpus is temperate (US/Canada/EU) and nutrient/water-quality-heavy. Screened IN the sediment-trapping / bank-erosion / buffer-width-limiter titles that map to T3 climate-hazard responses; screened OUT pure nutrient-removal N/P meta-analyses (water-quality, not a climate hazard), amphibian/bird corridor ecology, and IKONOS remote-sensing mapping papers. All 4 included are paywalled -> acquisition_queue."
riparian_buffer__T3__updated_lit__riparian_buffer__planted__2026-08-06,riparian_buffer,riparian_buffer__planted,T3,updated_lit,"OpenAlex title.search: ""riparian buffer OR buffer strip OR filter strip""; filter from_publication_date:2015-01-01; sort=cited_by_count:desc; per_page=18",frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T3 = flood attenuation, bank erosion/sediment control, stream thermal/drought buffering",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,81,18,5,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_planted_T3_2026-08.md,"First-pass query (""...OR riparian planting"") drifted into riparian-plant SDM/flood-response ecology (single-species envelope -> PICOS-excluded); tightening to the buffer-practice vocab dropped count 704->81 and surfaced on-target width/veg-type/sediment/microclimate studies. Included cover the grass-vs-woody parameter, effective-width limiter, sediment/runoff and thermal (microclimate) hazard responses. 2/5 OA."
riparian_buffer__T3__grey__riparian_buffer__planted__2026-08-06,riparian_buffer,riparian_buffer__planted,T3,grey,"WebSearch EN+ES+FR: ""riparian buffer siting width guidance flood erosion sediment USDA NRCS conservation practice standard filter strip""; ""WOCAT riparian buffer vegetated strip streambank stabilization SLM tropical erosion""; ""franja ribereña vegetada control erosión sedimento inundación""; ""bande riveraine tampon végétalisée cours d'eau érosion berge sédiment largeur""",frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T3 = flood attenuation, bank erosion/sediment control, stream thermal/drought buffering",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,31,31,5,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_planted_T3_2026-08.md,"Strong siting/limiter guidance: USDA-NRCS CPS 391 (forest buffer, 35-50ft width) + 393/390 (filter strip, 20ft sediment / 30ft dissolved, up to 216ft by slope/soil/flow-length) give explicit width x slope rules. WOCAT #6204 is the LMIC-grounded SLM technology entry. FAO STI 'Franja Ribereña' (ES) adds tropical/LMIC framing (10m x 1km). FR results were mostly Quebec regulatory (5m rule) - registered as context, not lead evidence. Grey benefit claims (up-to-90% sediment) carry positive-bias discou"
riparian_buffer__T3__tool__riparian_buffer__planted__2026-08-06,riparian_buffer,riparian_buffer__planted,T3,tool,"WebSearch + GitHub API: ""InVEST nutrient delivery ratio riparian buffer siting GIS MCDA""; ""riparian buffer suitability siting GIS toolbox ArcGIS Python github stream buffer width slope reclassify""; natcap/invest + opengeos/WhiteboxTools-ArcGIS commit pins",frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T3 = flood attenuation, bank erosion/sediment control, stream thermal/drought buffering",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,12,12,0,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_planted_T3_2026-08.md,"No PICOS-passing tool found: candidates provide generic primitives, not a planted-riparian-buffer siting criterion. InVEST NDR models effective_retention along any downslope flow path (retention_length 10-300m is a documentation framing, not a buffer-siting code branch); WhiteboxTools-ArcGIS is an NbS-agnostic hydro/terrain toolbox (buffer, stream-network, slope-reclassify primitives). Both listed in candidates[] as picos_ok=false. Genuine tool gap for this family x T3."
riparian_buffer__T6__stock__riparian_buffer__planted__2026-08-06,riparian_buffer,riparian_buffer__planted,T6,stock,OpenAlex title.search (cited_by_count desc): 'riparian buffer nitrogen phosphorus'; 'riparian buffer sediment removal efficiency'; 'vegetative filter strip water quality'; 'riparian buffer meta-analysis nitrogen removal'; 'riparian buffer effectiveness agricultural'; 'riparian buffer carbon sequestration'; 'vegetative filter strip sediment trapping efficiency'; 'cost riparian buffer conservation program',frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T6 = N/P & sediment removal, water quality, biodiversity, carbon + cost per km/ha; adoption included",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,46,46,4,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_planted_T6_2026-08.md,Real meta.count sums: 15+0+11+1+8+4+6+1. Seminal Mayer 2007 N-removal meta (621 cites) is THE quantitative T6 anchor. Temperate-heavy (US/EU/China); excluded urban stormwater level-spreader VFS papers and single-species phytoremediation screening. No 429.
riparian_buffer__T6__updated_lit__riparian_buffer__planted__2026-08-06,riparian_buffer,riparian_buffer__planted,T6,updated_lit,OpenAlex title.search + from_publication_date:2015-01-01 (cited_by_count desc): 'riparian buffer water quality'; plus recency filter applied to the stock strings above,frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T6 = N/P & sediment removal, water quality, biodiversity, carbon + cost per km/ha; adoption included",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,39,39,3,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_planted_T6_2026-08.md,"Best recent tropical/LMIC tie-break: de Sosa/'Riparian buffers in tropical agriculture' 2018 (150 cites, hybrid OA w/ free PDF). Also buffer length>width (2021) and buffer-capacity in anthropogenic landscapes (2019, gold). Many recent hits are land-use-vs-WQ correlation studies with thin buffer-design content; screened those down."
riparian_buffer__T6__grey__riparian_buffer__planted__2026-08-06,riparian_buffer,riparian_buffer__planted,T6,grey,WebSearch (EN): 'USDA NRCS riparian forest buffer conservation practice standard 391 cost nutrient removal'; 'FAO riparian buffer zone guidelines nutrient sediment water quality agriculture'; 'WOCAT riparian buffer strip SLM technology water quality erosion'; 'EU CAP GAEC buffer strip along watercourses width requirement 2023 nitrates directive',frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T6 = N/P & sediment removal, water quality, biodiversity, carbon + cost per km/ha; adoption included",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,34,34,4,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_planted_T6_2026-08.md,"Practice/adoption + cost + design-width standards: NRCS CPS 391 (up-to-90% nitrate removal, job-sheet cost estimates), FAO SFM TB11, WOCAT SLM Tech #6204 (LMIC-grounded, Uruguay Santa Lucia basin case surfaced), EU CAP GAEC 4 (3m<=12% slope / 5m>12%). ES/FR/PT title terms available but EN grey saturated the practice-standard + cost space; no unique LMIC-language buffer-cost source surfaced."
riparian_buffer__T6__tool__riparian_buffer__planted__2026-08-06,riparian_buffer,riparian_buffer__planted,T6,tool,WebSearch + GitHub API: 'InVEST nutrient delivery ratio riparian buffer retention model GitHub natcap'; 'GitHub riparian buffer siting suitability GIS MCDA stream network python tool',frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T6 = N/P & sediment removal, water quality, biodiversity, carbon + cost per km/ha; adoption included",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,8,8,1,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_planted_T6_2026-08.md,"InVEST NDR (natcap/invest) is the only viable nutrient-retention engine, but riparian buffer is a biophysical-TABLE parameterization (retention 10-300 m cited in userguide), NOT a hardcoded buffer-width code branch -> weak PICOS as a 'buffer tool'; flagged for code-dive to confirm no hardcoded params. River Architect = eco-hydraulic river-design, no buffer-siting criterion -> excluded. No dedicated OA buffer-siting GIS-MCDA repo found."
riparian_buffer__T4__stock__riparian_buffer__natural_restored__2026-08-06,riparian_buffer,riparian_buffer__natural_restored,T4,stock,"OpenAlex title.search:""riparian buffer restoration"" (from 1990, sort cited_by_count) ; title.search:""riparian restoration prioritization OR siting OR suitability""",frame|source_type|relevance|credibility_six_axis|saturation_stop,Riparian buffer practice explicit (PICOS); T4 = watercourse proximity + riparian slope/width + adjacent-land runoff (system_constraint) + planting/regen; zonal_linear; urban-SUDS + single-species SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,1040,30,4,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_natural_restored_T4_2026-08.md,Primary phrase query n=28; broader siting/prioritization query n=1040 (real meta.count). Corpus temperate/US-heavy (Southwest cottonwood/Tamarix flow-regime cluster off-scope for T4 siting). Screened top~30 by citation; kept spatial-MCDA siting + critical-source-area prioritization + one LMIC (LatAm) + global restoration review.
riparian_buffer__T4__updated_lit__riparian_buffer__natural_restored__2026-08-06,riparian_buffer,riparian_buffer__natural_restored,T4,updated_lit,"OpenAlex title.search:""riparian revegetation OR regeneration OR reforestation"", from_publication_date:2015-01-01, sort cited_by_count",frame|source_type|relevance|credibility_six_axis|saturation_stop,Riparian buffer practice explicit (PICOS); T4 = watercourse proximity + riparian slope/width + adjacent-land runoff (system_constraint) + planting/regen; zonal_linear; urban-SUDS + single-species SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,8588,15,3,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_natural_restored_T4_2026-08.md,"Real meta.count 8588 (broad; many off-scope contaminant/GHG/ecosystem-service papers). Kept Neotropical width/condition thresholds, Brazil adjacent-land-use (system_constraint) low-order streams, and ES-optimisation buffer review. Saturation reached vs stock for pure-function papers."
riparian_buffer__T4__grey__riparian_buffer__natural_restored__2026-08-06,riparian_buffer,riparian_buffer__natural_restored,T4,grey,"WebSearch EN: ""riparian buffer restoration siting suitability GIS multi-criteria stream network width guidance"" ; ""riparian forest buffer natural regeneration degraded streambank restoration guidance FAO tropical"" ; ES/PT: ""restauración vegetación ribereña regeneración natural franja ripária mata ciliar restauração degradada guía""",frame|source_type|relevance|credibility_six_axis|saturation_stop,Riparian buffer practice explicit (PICOS); T4 = watercourse proximity + riparian slope/width + adjacent-land runoff (system_constraint) + planting/regen; zonal_linear; urban-SUDS + single-species SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,24,24,5,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_natural_restored_T4_2026-08.md,"Three WebSearch passes (~8 links each). Diamond/authority grey: USDA-NRCS CPS-391, EPA width review, FAO SFM toolbox. LMIC/multilingual: PMC tropics systematic-map protocol + CONABIO (Mexico) riparian restoration manual (Spanish). WOCAT returned no riparian-specific technology; IWMI/CGIAR nil direct hits."
riparian_buffer__T4__tool__riparian_buffer__natural_restored__2026-08-06,riparian_buffer,riparian_buffer__natural_restored,T4,tool,"WebSearch + GitHub: ""riparian buffer siting GIS tool github stream network suitability model buffer width algorithm"" ; github.com/search q=riparian+buffer+suitability OR siting",frame|source_type|relevance|credibility_six_axis|saturation_stop,Riparian buffer practice explicit (PICOS); T4 = watercourse proximity + riparian slope/width + adjacent-land runoff (system_constraint) + planting/regen; zonal_linear; urban-SUDS + single-species SDM excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,12,12,3,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_natural_restored_T4_2026-08.md,"GitHub repo scan (~10 repos) + RipZET (SFEI). Brazilian-Forest-Code QGIS tool has explicit hardcoded APP width classes (real code branch, commit pinned). RipZET = functional-width from slope/veg/land-use/drainage-position (siting logic). InVEST NDR examined: nutrient-retention model, NOT a riparian-buffer-siting model — no dedicated buffer branch, excluded per PICOS."
riparian_buffer__T6__stock__riparian_buffer__natural_restored__2026-08-06,riparian_buffer,riparian_buffer__natural_restored,T6,stock,"OpenAlex title.search (curl, sort=cited_by_count:desc): ""riparian buffer water quality""; ""riparian buffer nitrogen""; ""riparian buffer sediment""; ""riparian vegetation nutrient retention""",frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T6 = N/P & sediment removal, water quality, biodiversity, carbon + cost per km/ha; adoption included",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,81,40,4,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_natural_restored_T6_2026-08.md,"REAL meta.count for primary title.search 'riparian buffer water quality'=81. Companion runs: nitrogen=56, sediment=57, vegetation nutrient retention=5. Deduped union screened ~40 (5-step funnel: frame->source-type->PICOS relevance->6-axis credibility->saturation). Corpus is temperate/US-EU heavy (Chesapeake, European gradient, Ontario) - saturation on N/P/sediment removal efficiency reached fast. Restoration-specific & seminal rows retained (Osborne&Kovacic 1993, Newbold Connecticut restoration,"
riparian_buffer__T6__updated_lit__riparian_buffer__natural_restored__2026-08-06,riparian_buffer,riparian_buffer__natural_restored,T6,updated_lit,"OpenAlex title.search (curl, from_publication_date filter, sort=cited_by_count:desc): ""riparian buffer water quality"" from 2018; ""riparian restoration biodiversity"" from 2015; ""riparian buffer carbon sequestration""; ""riparian buffer cost effectiveness""; ""riparian buffer tropical water quality""",frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T6 = N/P & sediment removal, water quality, biodiversity, carbon + cost per km/ha; adoption included",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,28,30,5,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_natural_restored_T6_2026-08.md,"REAL meta.count primary 'riparian buffer water quality' from 2018-01-01 = 28. Companion recent runs: biodiversity(2015+)=10, carbon sequestration=4, cost-effectiveness=1, tropical WQ=0. LMIC tie-break applied: retained the Costa Rica/Colombia buffer-length study (green OA) and 2022 Costa Rica riparian-reforestation ecosystem-services paper as tropical anchors against a temperate-heavy stock. Carbon & cost outcome rows (2025 cost-effectiveness; 2022 Ontario carbon) fill T6 outcome-type gaps. 'rip"
riparian_buffer__T6__grey__riparian_buffer__natural_restored__2026-08-06,riparian_buffer,riparian_buffer__natural_restored,T6,grey,WebSearch EN: 'USDA NRCS riparian forest buffer conservation practice standard nitrogen sediment removal cost per acre CRP'; 'FAO riparian buffer restoration water quality guidance nutrient removal tropical'; 'WOCAT riparian vegetation restoration natural regeneration streambank technology',frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T6 = N/P & sediment removal, water quality, biodiversity, carbon + cost per km/ha; adoption included",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,24,16,4,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_natural_restored_T6_2026-08.md,"~24 results across 3 WebSearches (US-only engine; no ES/FR/PT hits surfaced - LMIC/Latin-America grey remains thin, flagged in gaps). Strong programme/adoption + practice-standard sources: FAO SFM Toolbox TB11 (riparian buffer for water quality), USDA-NRCS CPS-391 Riparian Forest Buffer (quantified: up to 90% sediment filtered, ~21 lb N/ac/yr retained), FSA CRP-CP22 buffer programme (adoption), EPA-2005 buffer-width vs N-removal synthesis. WOCAT SLM DB not directly indexed by WebSearch - direct "
riparian_buffer__T6__tool__riparian_buffer__natural_restored__2026-08-06,riparian_buffer,riparian_buffer__natural_restored,T6,tool,WebSearch: 'InVEST nutrient delivery ratio riparian buffer retention model github natural capital'; 'github riparian buffer siting prioritization GIS MCDA stream network suitability tool'. Verify: WebFetch natcap/invest ndr.py for hardcoded buffer params,frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T6 = N/P & sediment removal, water quality, biodiversity, carbon + cost per km/ha; adoption included",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,16,8,0,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_natural_restored_T6_2026-08.md,"InVEST NDR (natcap/invest) interrogated at code level (ndr.py): eff_n/eff_p and crit_len_n/crit_len_p are read ENTIRELY from the user-supplied biophysical table - NO hardcoded riparian retention length/efficiency/width in source. => data-driven engine that hardcodes nothing, analogous to reference/R/spatMCDA.R => NO extractable tool EV claim (skip per locked rule). Mayer 2007 200m/80% defaults appear only in the NDR *user-guide prose*, not code (that's a literature citation, route to stock). Oth"
riparian_buffer__T3__stock__riparian_buffer__natural_restored__2026-08-06,riparian_buffer,riparian_buffer__natural_restored,T3,stock,"OpenAlex title.search (cited_by_count desc): ""riparian restoration stream""; ""riparian vegetation erosion""; ""riparian buffer water quality""; ""riparian buffer sediment""",frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T3 = flood attenuation, bank erosion/sediment control, stream thermal/drought buffering",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,305,40,4,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_natural_restored_T3_2026-08.md,"COUNTs: riparian restoration stream=134, riparian buffer water quality=81, riparian buffer sediment=57, riparian vegetation erosion=33 (sum=305). Stocktake-confirmed temperate skew (US/EU). Screened for F2 natural/restored (restoration/recovery/regeneration of existing riparian veg) + T3 hazard response (sediment/bank-erosion/WQ/thermal). Kept 1993 seminal (Osborne&Kovacic buffer-strip restoration), 2012 restoration-effectiveness, 2014 restoration-age nutrient retention, 2005 Brazil bank-erosion"
riparian_buffer__T3__updated_lit__riparian_buffer__natural_restored__2026-08-06,riparian_buffer,riparian_buffer__natural_restored,T3,updated_lit,"OpenAlex title.search from_publication_date:2015-01-01 (cited_by_count desc): ""riparian buffer tropical""; ""riparian restoration sediment""; ""riparian revegetation""; ""riparian buffer flood""; ""riparian restoration Brazil""",frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T3 = flood attenuation, bank erosion/sediment control, stream thermal/drought buffering",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,90,30,5,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_natural_restored_T3_2026-08.md,"COUNTs: riparian revegetation=36, riparian buffer tropical=13, riparian restoration Brazil=33, riparian restoration sediment=5, riparian buffer flood=3 (sum=90). LMIC/tropical explicitly targeted to offset temperate stocktake. Included 2018 tropical-agriculture review (hybrid OA, LMIC, high value), 2021 sediment-yield-from-vegetation-recovery (gold OA, F2 passive recovery), 2023 restoration+conservation sediment retention (gold OA), 2014 Brazil soil-bioengineering riparian forest (diamond OA), 2"
riparian_buffer__T3__grey__riparian_buffer__natural_restored__2026-08-06,riparian_buffer,riparian_buffer__natural_restored,T3,grey,"WebSearch EN: ""riparian buffer restoration natural regeneration guidance flood erosion USDA NRCS FAO"". WebSearch ES: ""restauración vegetación ribereña regeneración natural erosión inundación guía técnica""",frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T3 = flood attenuation, bank erosion/sediment control, stream thermal/drought buffering",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,13,13,3,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_natural_restored_T3_2026-08.md,"EN + ES (multilingual) run. Included USDA-NRCS Conservation Practice Standard 391 Riparian Forest Buffer (authoritative standard; explicitly permits natural regeneration in lieu of planting; sediment 40-90% filtration, bank stabilization, thermal shade = all four T3 mechanisms), REVIVE MX Guia Tecnica para la Restauracion Riparia (Spanish, Mexico/LMIC; erosion + flood mitigation via natural regeneration), Iowa DNR River Restoration Toolbox Riparian Buffering guide. FAO-specific hits not returned"
riparian_buffer__T3__tool__riparian_buffer__natural_restored__2026-08-06,riparian_buffer,riparian_buffer__natural_restored,T3,tool,"GitHub search/repositories (stars desc): ""riparian restoration""; ""riparian buffer""; ""InVEST natcap invest"". WebSearch: ""InVEST nutrient delivery ratio riparian buffer siting GIS MCDA restoration prioritization github""",frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T3 = flood attenuation, bank erosion/sediment control, stream thermal/drought buffering",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,52,15,2,2026-08-06,riparian_buffer_discovery_2026-08,Pete/Claude,v1.4.1,riparian_buffer_natural_restored_T3_2026-08.md,"GitHub COUNTs: InVEST=23, riparian buffer=21, riparian restoration=8 (sum=52). Confirmed code branch: kelley-langhans/CostaRica-river-reforestation (commit f87f274) Riparian_buffer_scenario_generation.py generates forest-buffer restoration scenarios with hardcoded 10m (1-pixel, maximum_filter size=3) width + LULC-class-restricted targeting, plus InVEST NDR/SDR rastercalc for sediment/nutrient T3 response — Costa Rica LMIC. Secondary: ahalota/ForestedBuffersToolbox (arcpy delineation, commit 7d86"
wetland_management__T4__stock__wetland_management__peatland__2026-08-06,wetland_management,wetland_management__peatland,T4,stock,title.search:(peatland OR paludiculture OR peat) AND (restoration OR rewetting OR suitability) ; sort=cited_by_count:desc,frame|source_type|relevance|credibility_six_axis|saturation_stop,Wetland practice explicit (PICOS); T4 = hydrology (water table/inundation/drainage) + terrain + soil (peat for F3) + former/degraded wetland extent (system_constraint); urban-SUDS/WASH + coastal excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,1447,15,3,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_peatland_T4_2026-08.md,"OpenAlex real meta.count=1447. High-cite core dominated by GHG-flux studies (T6-leaning); screened FOR hydrology/siting content usable as T4 (drainage state, water-table, canal-blocking siting). Kept tropical LMIC (SE Asia/Kalimantan) as tie-break; dropped pure boreal/temperate GHG and pure peat-ecology."
wetland_management__T4__updated_lit__wetland_management__peatland__2026-08-06,wetland_management,wetland_management__peatland,T4,updated_lit,"title.search:(peatland OR paludiculture) AND (rewetting OR restoration OR mapping OR water table) , from_publication_date:2015-01-01 ; sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,Wetland practice explicit (PICOS); T4 = hydrology (water table/inundation/drainage) + terrain + soil (peat for F3) + former/degraded wetland extent (system_constraint); urban-SUDS/WASH + coastal excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,387,15,4,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_peatland_T4_2026-08.md,OpenAlex real meta.count=387. Water-table-depth threshold papers directly map the F3 hydrology limiter. Prioritised Indonesian/SE-Asian tropical + national-scale prioritisation. NL paludiculture crop-suitability model surfaced cross-process (grey web) and counted here as a suitability-modelling exemplar (paywalled -> queue).
wetland_management__T4__grey__wetland_management__peatland__2026-08-06,wetland_management,wetland_management__peatland,T4,grey,"WebSearch EN: 'peatland restoration rewetting suitability mapping guidance tropical Global Peatlands Initiative FAO IUCN'; 'paludiculture site suitability GIS MCDA rewetting peat water table'. Institutions: Ramsar, FAO, IUCN, UNEP-WCMC/Global Peatlands Initiative, DEFRA lowland-peat",frame|source_type|relevance|credibility_six_axis|saturation_stop,Wetland practice explicit (PICOS); T4 = hydrology (water table/inundation/drainage) + terrain + soil (peat for F3) + former/degraded wetland extent (system_constraint); urban-SUDS/WASH + coastal excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,16,16,3,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_peatland_T4_2026-08.md,"Ramsar RTR11 global guidelines is the anchor (water-table targets, hydrological-unit / min-site-size rules). FAO mapping-and-monitoring gives the tropical peat-extent siting method (Indonesia, DRC, Peru). DEFRA LP2 = paludiculture water-table siting (temperate). ES/FR/PT variants queried; no distinct non-EN grey beyond FAO/GPI multilingual portals surfaced."
wetland_management__T4__tool__wetland_management__peatland__2026-08-06,wetland_management,wetland_management__peatland,T4,tool,"WebSearch/GitHub: 'tropical peatland depth extent map Indonesia Congo Peru GitHub random forest'; 'wetland restoration site suitability GIS multi-criteria index GitHub'. Platforms: GEE community catalog, Global Surface Water, CIFOR Global Wetlands, PEATMAP/Peat-ML",frame|source_type|relevance|credibility_six_axis|saturation_stop,Wetland practice explicit (PICOS); T4 = hydrology (water table/inundation/drainage) + terrain + soil (peat for F3) + former/degraded wetland extent (system_constraint); urban-SUDS/WASH + coastal excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,16,16,4,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_peatland_T4_2026-08.md,"No purpose-built paludiculture/peatland GIS-MCDA repo with hardcoded suitability thresholds found (GAP). What exists are peat presence/depth SITING LAYERS (the F3 limiter): GEE-hosted Amazonian Peatland Extent, Peat-ML global, global peat-thickness/C ESSD dataset, CIFOR Global Wetlands V3. These are datasets/platforms, not parameterised MCDA code -> no file:line threshold extraction; server-side (GEE/STAC) preferred per sourcing tiers."
wetland_management__T3__stock__wetland_management__peatland__2026-08-06,wetland_management,wetland_management__peatland,T3,stock,title.search:(peatland OR peat OR paludiculture OR mire OR bog OR fen) AND (restoration OR rewetting) [sort cited_by_count desc]; secondary title.search:(peatland OR paludiculture OR peat) AND (rewetting OR restoration) AND (fire OR flood OR water OR drought),frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T3 = flood attenuation/storage, drought water security, peat-fire reduction (F3), sediment/nutrient buffering",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,2060,30,4,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_peatland_T3_2026-08.md,"OpenAlex real meta.count: 1875 (main boolean) + 185 (hazard/water boolean). Top-cited skew to boreal/temperate GHG-mitigation; screened toward T3 hazard function (water storage, hydrological restoration, canal-blocking) + tropical LMIC tie-break. Excluded pure GHG-mitigation-only rows (e.g. W3015108117 'prompt rewetting reduces climate warming') as T6/mitigation not T3-hazard. No 429."
wetland_management__T3__updated_lit__wetland_management__peatland__2026-08-06,wetland_management,wetland_management__peatland,T3,updated_lit,"title.search:(peatland OR paludiculture OR peat) AND (rewetting OR restoration),from_publication_date:2015-01-01 [sort cited_by_count desc]; secondary title.search:paludiculture [sort cited_by_count desc]",frame|source_type|relevance|credibility_six_axis|saturation_stop,"Practice explicit; T3 = flood attenuation/storage, drought water security, peat-fire reduction (F3), sediment/nutrient buffering",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,1278,27,6,2026-08-06,wetland_management_discovery_2026-08,Pete/Claude,v1.4.2,wetland_management_peatland_T3_2026-08.md,"OpenAlex real meta.count: 1114 (peat+restoration 2015+) + 164 (paludiculture all-time, used to surface recent LMIC paludiculture). Refined an initial 'tropical peat' boolean (meta.count 2384) that was contaminated by tropical-FOREST-restoration hits — dropped it. Strong tropical/Indonesia paludiculture + peat-fire cluster."
